timestamp,Location,out,pred_lgbm,pred_xgb,pred_avg
2023-06-29 01:00:00,26001,0.0,0.0060971495107111215,-0.000667572,0.0027147887446133732
2023-06-29 02:00:00,26001,0.0,0.0060971495107111215,0.00033950806,0.0032183287836758732
2023-06-29 03:00:00,26001,0.0,0.0060971495107111215,0.00038909912,0.0032431243159024357
2023-06-29 04:00:00,26001,0.0,0.0060971495107111215,0.0010261536,0.0035616515375821232
2023-06-29 05:00:00,26001,0.0,0.0060971495107111215,-0.00019073486,0.0029532073237149357
2023-06-29 06:00:00,26001,0.0,0.0060971495107111215,-0.0002746582,0.0029112456537930607
2023-06-29 07:00:00,26001,0.0,0.0060971495107111215,-0.0022773743,0.0019098876215664982
2023-06-29 08:00:00,26001,0.0,0.0060971495107111215,-0.0015106201,0.0022932646967618107
2023-06-29 09:00:00,26001,0.0,0.0060971495107111215,-0.001045227,0.0025259612299649357
2023-06-29 10:00:00,26001,0.0,0.0060971495107111215,-0.0018997192,0.0020987151362149357
2023-06-29 11:00:00,26001,0.0,0.0060971495107111215,0.011638641,0.008867895434066499
2023-06-29 12:00:00,26001,0.0,0.0060971495107111215,0.0005569458,0.0033270476557461857
2023-06-29 13:00:00,26001,0.0,0.0060971495107111215,0.00034332275,0.0032202361323086857
2023-06-29 14:00:00,26001,0.0,0.0060971495107111215,-0.0011253357,0.0024859069086758732
2023-06-29 15:00:00,26001,0.0,0.0060971495107111215,-0.00077438354,0.0026613829828946232
2023-06-29 16:00:00,26001,1.0,0.4752745421249612,1.0003319,0.7378032103935352
2023-06-29 17:00:00,26001,1.0,0.5564344100354923,0.99894714,0.7776907767950899
2023-06-29 18:00:00,26001,73.0,68.48035116094637,71.30126,69.89080653140093
2023-06-29 19:00:00,26001,73.0,70.65437603220091,75.13121,72.89279317967467
2023-06-29 20:00:00,26001,71.0,67.73524623053072,75.28064,71.50794293948411
2023-06-29 21:00:00,26001,1003.0,1085.3117024713351,1021.8293,1053.570493569652
2023-06-29 22:00:00,26001,933.0,995.1489588175908,1115.0154,1055.082169838483
2023-06-29 23:00:00,26001,1068.0,1023.4443995450945,918.2189,970.8316358077035
2023-06-30 00:00:00,26001,10.0,-14.705555829739213,335.44702,160.37073282731788
2023-06-29 01:00:00,26003,0.0,0.0060971495107111215,0.004299164,0.005198156664535249
2023-06-29 02:00:00,26003,0.0,0.0060971495107111215,0.0021095276,0.004103338549300874
2023-06-29 03:00:00,26003,0.0,0.0060971495107111215,-0.005317688,0.00038973076121493573
2023-06-29 04:00:00,26003,0.0,0.0060971495107111215,-0.004119873,0.0009886382319180607
2023-06-29 05:00:00,26003,0.0,0.0060971495107111215,0.0006599426,0.0033785460688321232
2023-06-29 06:00:00,26003,0.0,0.0060971495107111215,-0.0031204224,0.0014883635737149357
2023-06-29 07:00:00,26003,0.0,0.0060971495107111215,-0.001625061,0.0022360442377774357
2023-06-29 08:00:00,26003,0.0,0.0060971495107111215,0.014778137,0.010437643358871186
2023-06-29 09:00:00,26003,0.0,0.0060971495107111215,0.009647369,0.007872259447738374
2023-06-29 10:00:00,26003,0.0,0.0060971495107111215,0.009010315,0.007553732226058686
2023-06-29 11:00:00,26003,0.0,0.049753142257170375,0.03251648,0.041134810874678934
2023-06-29 12:00:00,26003,0.0,-2.686636750348584,0.027301788,-1.329667481009253
2023-06-29 13:00:00,26003,0.0,-0.49096911800243326,-0.019153595,-0.2550613564865682
2023-06-29 14:00:00,26003,0.0,-0.42668067647332936,0.21838379,-0.10414844370541468
2023-06-29 15:00:00,26003,0.0,-0.42668067647332936,0.0056648254,-0.21050792551693812
2023-06-29 16:00:00,26003,0.0,0.0060971495107111215,-0.0057525635,0.00017229301707431073
